id,recorded_day,air_pressure,max_temp,temperature,min_temp,dew_point,humidity,cloud_cover,wind_speed,raining
1615,156,1006.5,34.8,30,26.3,24.3,60,38,9.2,no
1616,157,1008.2,33.2,30.4,29,24,72,35,9.1,no
1617,158,1005.5,33.1,30,28.4,26.1,81,88,15.2,yes
1618,159,1007.9,33,30.1,27.8,25.1,76,32,11.7,no
1619,160,1005.3,34,30.2,28,25,75,41,12.5,no
1620,161,1006.5,33.2,30.7,28.7,26.2,,,15.4,yes
1621,162,1006.5,32.6,29.8,27.4,25,85,74,12.6,yes
1622,163,1008.4,32,29.6,27.3,25.3,,,26,yes
1623,164,1007.9,33.3,30.1,28.1,26.1,80,83,27.6,yes
1624,165,1007.8,32,29,27.7,26.5,78,84,27.1,yes
1625,166,1007.7,34.7,30.7,28.4,25,74,44,10.9,yes
1626,167,1008.9,31.4,29.4,27.5,26.7,86,84,28.6,yes
1627,168,1007.7,31.2,28.9,25.8,24.7,84,67,12.8,yes
1628,169,1005.5,31.7,29,27.2,24.8,79,67,33,yes
1629,170,999.6,32.3,29.9,26.9,26,,,23.5,yes
1630,171,1008.1,33.8,30,28,26.3,86,81,30.6,yes
1631,172,1006.8,35.3,31.3,28,26.4,75,32,12.5,yes
1632,173,1003.5,29.7,27.8,26,25.9,86,88,13.1,yes
1633,174,1005.5,31.4,28.9,26.3,26.3,87,80,14.2,no
1634,175,1009.4,31.2,28.4,26.5,25.8,85,88,18.6,yes
1635,176,1007.9,32,29.2,27.7,25.1,82,57,26.2,yes
1636,177,1002.5,34,30.7,27,26.2,83,77,13.1,yes
1637,178,1008.6,33,30.7,27,26.7,79,86,25,yes
1638,179,1009.9,32.7,30.1,28.9,26.1,81,53,15,yes
1639,180,1009.1,34.7,30.6,28.2,25.8,,,17.2,yes
1640,181,1006.1,35.1,30.3,27.3,26.3,85,80,22.5,yes
1641,182,1010.7,30.8,28.7,27.6,25.3,78,51,20.5,yes
1642,183,,34,30.6,27.9,26,,,16.4,yes
1643,184,1010.9,32.8,29.9,28,25.3,80,83,15.5,yes
1644,185,1005,32.2,29.3,25.4,25,72,49,24.3,no
1645,186,1007.6,34.7,31.4,26,26.4,80,28,9.9,no
1646,187,1007.9,31.7,28.1,26.4,24.8,78,29,8.3,no
1647,188,1000,33,30,29,25.3,77,38,15.3,no
1648,189,1008.1,32.2,28.9,26.9,25.6,77,47,16,no
1649,190,1008.8,32.8,29.1,26.4,25.7,84,88,9.5,yes
1650,191,1009.9,33.3,29.4,28.4,25.2,81,80,16,yes
1651,192,1009.1,32.1,29.3,27.4,25.4,84,80,17.2,yes
1652,193,1008.1,32,29.1,27.1,26.1,81,82,17.3,yes
1653,194,1009.3,33,30.7,28.4,24.5,72,32,21.8,no
1654,195,1007.9,33.5,30.1,27.8,24.5,74,43,8,no
1655,196,1008.9,32,29.4,27.5,25.4,79,78,11.1,yes
1656,197,1009.4,33.4,30.2,28.2,24.5,82,78,22.1,yes
1657,198,1008.8,33.3,30.1,27.9,24.3,75,48,15.8,no
1658,199,1009.2,32.2,29.6,26.8,24.8,78,44,11,no
1659,200,1006.4,35.8,30.2,28.8,24.9,80,33,14.5,no
1660,201,999,35.2,31,28.1,26.1,77,57,12,yes
1661,202,1007.8,35.6,31.3,26.9,26.3,80,83,25.5,yes
1662,203,1010.9,31.7,28.4,26,25.4,84,84,17.2,no
1663,204,1006.6,33,28.2,26.2,24.4,75,72,9.8,no
1664,205,1011.6,34,31.1,26.8,26.1,87,80,13,yes
1665,206,1009.9,32.2,28.2,26.3,25.6,86,85,7.9,yes
1666,207,1011.1,31.5,28.9,26.7,25.7,89,81,24.4,yes
1667,208,1010.4,31,29.6,26.9,26.5,81,77,19.8,yes
1668,209,1005.1,32.4,30,29.2,25.2,82,81,15.3,yes
1669,210,1006.2,30.6,28.8,25.2,25.1,65,55,18,no
1670,211,1011.1,31.9,28.3,26.6,24.3,85,88,14.6,yes
1671,212,1008.5,31.5,28.4,26.8,24.3,81,82,25.2,yes
1672,213,1005.9,30,29.9,28.1,25.8,82,69,17.2,yes
1673,214,1005.3,28.7,27.4,25.4,24.4,89,87,22.5,yes
1674,215,1008.3,31,28.1,26.8,25.9,79,87,25.1,yes
1675,216,1006.5,31.8,28.3,26.7,25.3,81,88,12.6,yes
1676,217,1008.2,31.7,29.8,27.7,23.4,81,70,10,yes
1677,218,1008.5,32,29.8,28.1,25.3,81,78,21.9,yes
1678,219,1006.9,35.1,31,26.5,25,76,60,12.6,yes
1679,220,1001.5,33.9,30.6,26.3,24.8,74,41,12.3,no
1680,221,1005.4,31.9,28.2,25.6,23.3,81,40,8.3,no
1681,222,1005.9,28.6,27.8,25.4,25.3,91,88,11.7,yes
1682,223,1007.8,30.7,27.8,26.5,24.5,84,87,20.4,yes
1683,224,1007.9,31.4,28.3,26.5,25,81,88,15.7,yes
1684,225,1008.1,29.6,26.5,25,23.2,78,43,8.9,no
1685,226,1008.3,30.1,26.8,24.5,24.1,81,67,6.1,yes
1686,227,1005.2,29.1,26.5,25.5,25.4,89,88,19.3,yes
1687,228,1008.1,28.2,26,24.8,24.7,89,84,8.1,yes
1688,229,1010.4,29.7,27.8,26.4,25.8,73,78,8.9,no
1689,230,1008.5,29.5,26.5,25.4,25.4,84,88,22.5,yes
1690,231,1007.5,32.1,29.5,28.4,23.1,79,60,22,yes
1691,232,1011,30.8,27.7,25.5,23.1,84,72,11.8,yes
1692,233,,,,,24.5,,,,yes
1693,234,1008.7,32.9,29.4,26.7,25.8,78,84,20,yes
1694,235,1011.1,29.1,26.7,24.8,23.3,79,78,25.2,yes
1695,236,1011,28.3,27.2,25.9,22.5,75,32,5.7,no
1696,237,1008.8,31.2,28.1,26.9,25.8,86,83,38,yes
1697,238,1010.4,30.3,27.6,25.5,21.9,80,68,36,yes
1698,239,1012.7,28.5,25.9,24.5,22.9,82,60,15,no
1699,240,1013.3,31.3,28.7,26.9,24.7,76,75,18.8,yes
1700,241,1013.2,31.7,28,26.8,24.4,76,46,30.5,yes
1701,242,,30.8,28.2,26.9,25.2,,,25,yes
1702,243,1007.9,29.2,28.2,26.7,25.9,85,88,28.4,yes
1703,244,1011.4,27.9,26.6,25.4,25.6,90,85,15,yes
1704,245,1014.8,31.9,28,26.5,24.8,74,46,12.6,no
1705,246,1013,31.7,28.3,26.8,25.3,81,84,8.1,no
1706,247,1011.4,31.5,28.7,26.4,24.5,82,84,13.9,yes
1707,248,1009.9,31.3,29.7,26.8,24.5,77,83,37,yes
1708,249,1006.2,31,29.7,28,26.3,,,38.3,yes
1709,250,1006.6,29.4,27.5,25.8,25.5,86,82,13,yes
1710,251,1006.4,30.6,28.6,26.4,24.8,,,23.9,yes
1711,252,1007.4,30.4,28.8,26.8,24.8,58,46,16,no
1712,253,1011.4,32,29.8,26.8,22.1,73,50,12,no
1713,254,1010.1,29.3,27.8,26.3,25.4,82,83,20.7,no
1714,255,1011.5,29.7,27.9,25.8,25.5,81,88,15.7,yes
1715,256,1008.1,29.7,26.9,24.3,24.4,87,78,37.9,yes
1716,257,1008.7,30.1,28,27.9,26.3,91,89,25,yes
1717,258,1011.2,28.9,26.7,24.8,23.9,,,50.7,yes
1718,259,1014.1,27.6,26.4,25.5,25.8,93,88,16.1,yes
1719,260,1005.9,28.8,27.5,26,25,93,88,25,yes
1720,261,1012.2,28.2,26.4,25.4,24.4,89,90,19.8,yes
1721,262,1008.2,29.5,26.6,24.9,24.2,82,87,13.2,yes
1722,263,1005.3,28.7,25.3,23.5,22.3,88,84,7.9,yes
1723,264,1017.5,31.3,28,25.5,26.3,84,89,13.8,yes
1724,265,1018.1,27.5,26.2,24,23.2,77,53,11.1,no
1725,266,1016.8,31.1,28.8,26.1,24.3,82,79,10.3,no
1726,267,1016.3,30,28.3,26.8,24.7,79,49,31.7,yes
1727,268,1016.4,30.5,26.8,24.2,23.1,76,56,23.2,yes
1728,269,1018.6,26,24.4,22.4,22.3,92,89,25.1,yes
1729,270,1017.8,30.3,27.1,24.8,24.8,81,72,11.9,no
1730,271,1011.5,26.2,23.9,22.9,22.8,93,84,41.3,yes
1731,272,1018.8,29.8,27.9,26.3,23.1,78,79,11.1,no
1732,273,1015.6,28.2,26.6,25.4,25.4,,,25.1,yes
1733,274,1017.8,24.9,22.8,21.1,19.9,81,83,23.7,yes
1734,275,1017.3,24.4,23.9,21.3,19.6,79,47,9.1,no
1735,276,1016,28.7,26,25.3,22.8,,,17.2,yes
1736,277,1012,30.8,27,24,20.6,75,48,21.6,no
1737,278,1016.8,26.6,25.4,24.7,21.4,79,77,27.1,yes
1738,279,1017.8,27.7,24.2,23.8,22.4,83,82,15.9,yes
1739,280,1016.4,25.1,23.1,21.1,21.8,80,61,12.1,no
1740,281,1017.1,29.8,25.4,23.7,21.4,77,83,15.5,yes
1741,282,1016.7,26.3,25.8,24.5,22,83,80,28.4,yes
1742,283,1011.5,28.6,25.3,22.5,22.9,80,67,33.4,yes
1743,284,1019.9,26.6,24.9,22.3,19.5,76,44,18,yes
1744,285,1018.8,26.6,24.3,23.1,19.7,79,78,29,yes
1745,286,1010.5,28.3,25.5,23.2,19.6,74,49,39.5,yes
1746,287,1013,28.7,25.9,24,23.2,,,15.9,yes
1747,288,,,,,20.8,,,,yes
1748,289,1014.9,25.3,23.3,22.3,20.4,78,80,29.7,yes
1749,290,1015,27.1,24.5,21,21.6,81,81,13.2,yes
1750,291,1017.7,27.7,25.9,23.4,21.1,81,86,24.5,yes
1751,292,1013,30.2,26.3,24.2,21.8,83,84,14.5,yes
1752,293,1010.3,30.6,27,25.5,23.4,84,58,14.8,no
1753,294,1012.5,26.7,24.5,23.7,22.6,77,84,22,yes
1754,295,1018.1,26.8,24.5,23.1,22.2,,,26.7,yes
1755,296,1016.8,26,24.8,23.7,21.4,85,83,31.7,no
1756,297,1017.2,28.9,25.2,23.7,19.1,87,82,16.2,no
1757,298,1014.8,28.2,25.5,24,22.1,87,80,15.8,yes
1758,299,1015.2,26.3,23.1,21.3,20.7,91,88,20.5,yes
1759,300,1018.9,24.5,23.7,20.4,16,93,88,25,yes
1760,301,1018.3,27.4,25.8,24.2,23.7,88,84,14.5,yes
1761,302,1017.7,25.3,24.9,22.8,21.6,82,83,8.3,no
1762,303,1016.4,27.2,25.4,24,22.9,84,85,8,yes
1763,304,1017.7,26.8,25.8,22.1,21.3,81,88,8.6,yes
1764,305,1019,28.4,25.9,23.1,21.6,84,81,7.9,yes
1765,306,1014.3,28.2,26.6,23.4,23.8,79,47,24.8,no
1766,307,1015,27.9,26.1,25.2,23.5,89,88,21.8,yes
1767,308,1017.1,29.1,26,24.9,23.3,84,77,12.4,yes
1768,309,1014.6,29.1,25.8,23.3,22.3,84,70,9.1,yes
1769,310,1015.2,25.8,22.2,18.9,14.6,75,56,14.3,no
1770,311,1014.3,22.2,20.7,20.1,20.4,92,88,13,yes
1771,312,1017,24.8,22.1,20.6,19.4,90,87,39.9,yes
1772,313,1021.1,22.3,19.6,19.3,16.3,78,58,11.1,yes
1773,314,1016.8,25.6,22.1,21,19.8,92,88,28.8,yes
1774,315,1018.5,21.3,18.3,17.2,15.1,86,88,17.2,yes
1775,316,1018,21.5,20.9,19.3,19.3,91,84,33.4,yes
1776,317,1015.1,27.5,23.7,22.2,21.3,91,93,22.5,yes
1777,318,1021.6,23.4,19.7,18.5,15.4,80,78,16.4,yes
1778,319,1015.5,23.7,21.5,20.2,18.8,87,88,29,yes
1779,320,1019.8,20.1,19.2,18.4,16.8,82,91,38,yes
1780,321,1020.5,21.3,17.5,15.3,14.3,78,46,11.9,yes
1781,322,1017.7,20.6,17.8,15.5,13.3,79,85,24.2,yes
1782,323,1017.4,18.4,17.4,16.5,15.3,95,95,24.4,yes
1783,324,1017.9,21.2,19.4,17.2,16.8,95,95,16.4,yes
1784,325,1018.5,20.6,18.1,16.3,15.3,93,93,20.3,yes
1785,326,1018.3,18.5,18,17.2,16.4,95,95,13,yes
1786,327,1020.2,20.7,18.6,17.7,14.2,70,38,24.5,no
1787,328,1022.8,21.3,18.6,16.2,15.3,59,46,29.8,yes
1788,329,1017.1,18.2,17.8,16.8,15.4,93,95,20.5,yes
1789,330,1020.4,17.2,15.5,14.6,12.9,92,88,31.7,yes
1790,331,1021.8,16.5,15.3,12.7,13.9,76,86,21.8,yes
1791,332,1020.6,17.1,13.2,12.7,9.3,59,84,22.3,yes
1792,333,1025.6,20.3,18,17.7,13.5,75,77,26,yes
1793,334,1024.8,17.1,15,14.4,13.4,75,59,29.7,no
1794,335,1019.8,16.2,15.4,14.6,12,95,95,15.7,yes
1795,336,1020.3,17.3,16.6,15.3,13.6,92,86,28.4,yes
1796,337,1020.9,18.8,16.1,14.7,12.1,75,81,13.8,yes
1797,338,1024.1,17.4,16.4,14.9,11.2,75,43,21.5,no
1798,339,1022.5,20.6,16.6,14.8,11.5,65,49,27.4,no
1799,340,1023.6,17.4,14.8,11.6,11.6,77,88,25.1,yes
1800,341,1024.1,17.5,14.8,14,10,73,88,29,no
1801,342,1022.3,15.5,13.7,11.6,1.7,95,94,33.2,yes
1802,343,1018.4,21.4,18.8,17.5,18.1,70,67,12.3,yes
1803,344,1022.9,21.4,19.4,18.6,17.4,70,59,10.3,no
1804,345,,18,14.8,13.6,11.6,,,20,yes
1805,346,1016.8,23.5,22.2,20.1,18,,,25.5,yes
1806,347,1018.9,21.3,19.7,18.3,15.5,86,83,20.5,yes
1807,348,1021.3,15.5,13.8,11.6,11.6,93,88,24.2,yes
1808,349,1020.6,16.2,15.2,14.6,14.7,93,88,33.4,yes
1809,350,1020.6,18.8,16.5,13.9,12,73,90,30.3,yes
1810,351,1023.4,20.6,18.8,16.4,15,58,57,19.2,no
1811,352,1016.8,22.3,20.7,20.4,19.6,90,88,28.3,yes
1812,353,1018,18.6,17.7,15.8,14.9,79,91,26.1,yes
1813,354,1016.7,22.9,20.3,19.1,17.6,85,89,22.2,yes
1814,355,1022.4,21.3,20.7,19.6,16.4,76,44,24.9,no
1815,356,1024,20.3,20.5,17.8,14.5,77,86,34.3,yes
1816,357,1020.4,19.6,18,16.4,13.3,77,91,28.6,yes
1817,358,1017.7,20.6,16.8,14.6,12.1,79,80,33,yes
1818,359,,,,,15.9,,,,yes
1819,360,1016.7,16.7,15.5,14.8,13.6,97,93,25.1,yes
1820,361,1015.2,17.5,16.6,15.6,15.5,95,88,37.7,yes
1821,362,,20.9,17.4,16.6,16,,,23.3,yes
1822,363,1012.6,20.5,19.2,18.4,17.9,93,93,31.9,yes
1823,364,1014.3,19.7,18.4,16.4,16.4,82,81,30,yes
1824,365,1013.3,17.4,16.6,15.3,15.4,96,91,43.8,yes
1825,1,1013.4,16.2,15.2,13.9,15.9,86,88,43.1,yes
1826,2,1014.3,23.1,20.7,17.6,18.5,92,88,41.4,yes
1827,3,1014.9,16.4,15.3,14.4,14,96,100,55.5,yes
1828,4,1032.3,17.3,17.3,16.7,16.6,73,83,19.3,yes
1829,5,1027.9,17.3,14.8,11.7,9.6,77,89,42,yes
1830,6,1025.9,17,13.7,12.4,9.8,96,94,21.9,yes
1831,7,1020.8,12.2,10.2,7.7,2.7,46,29,26,no
1832,8,1017.8,17.2,17.9,16,15.7,98,93,59.5,yes
1833,9,1022.9,11.6,11.3,10.9,8.4,59,86,28.6,yes
1834,10,1027.6,17.2,15.5,12.7,9.9,76,89,48,yes
1835,11,1013.7,16.3,15.2,14.6,13.3,90,100,30,yes
1836,12,1027.5,14.3,13.4,11.6,3.4,72,95,22,yes
1837,13,1011.5,18.6,17.4,15.4,16,77,88,32.5,yes
1838,14,1024.3,17.4,12.9,10.9,8.1,77,93,26.8,yes
1839,15,,18.2,,14.5,12.5,,,,no
1840,16,1034.6,10.4,8.7,7,2.4,46,19,34.3,no
1841,17,,15.1,13.7,11.6,6,,,19.3,yes
1842,18,1024.3,14.3,13.3,12.5,10.7,73,88,32.9,yes
1843,19,1024.4,19.1,17.4,14.6,13,70,46,11.3,no
1844,20,1023.8,20.2,16.6,14.4,11.4,78,2,9.6,no
1845,21,1020.6,15.3,13.8,11.4,3.9,76,93,40,yes
1846,22,1025.4,20.1,18.4,15.2,13.3,74,72,9.2,no
1847,23,1014.6,18.5,17.3,16.1,16.1,98,100,20,yes
1848,24,1012.5,22.8,20.9,19.6,19,86,88,22.5,yes
1849,25,1019.9,20.5,19.6,17.6,16.4,90,97,26.8,yes
1850,26,1013.7,19.4,18.1,17.2,15.3,96,96,14.3,yes
1851,27,1013.4,18.9,17.7,16.9,16.8,90,89,44.7,yes
1852,28,1013.3,24.3,21.5,19.9,19.3,91,78,14.5,yes
1853,29,1013.7,24.9,21.3,20.5,19.2,89,88,32.4,yes
1854,30,1021.3,25.5,20.6,19.1,12.3,70,38,11.3,no
1855,31,1015,24.8,22.4,20.8,17.8,79,80,33.5,yes
1856,32,1013,24.9,22.2,20.3,19.9,81,88,25.9,no
1857,33,1013.1,24.6,21.3,19.1,20.6,90,81,23.3,yes
1858,34,1014.7,24.3,22.2,20.7,16.9,79,85,25,yes
1859,35,1023.6,23.8,20.7,19.2,15,71,53,43.1,yes
1860,36,1014.5,19.7,17.8,16.9,16.8,95,95,22.3,yes
1861,37,1017.7,17.1,16.1,15.6,15.5,95,93,14.5,yes
1862,38,1020.6,25.1,21.8,19.2,16.4,71,88,40,yes
1863,39,1016.7,18.5,16.5,15.6,14.8,95,95,40.4,yes
1864,40,1015.8,20.4,18.4,17.2,15,74,90,33.5,yes
1865,41,1018.2,25.3,22.4,20.3,19.8,,,9.2,no
1866,42,1017,24.8,22.3,20.3,17.3,82,49,20.5,yes
1867,43,1026.9,18.1,17.4,16.6,12.6,,,19,no
1868,44,1020.5,15.2,14.6,14.6,12.5,90,80,39.5,yes
1869,45,,16.7,15.5,14.7,14.6,,,41.4,yes
1870,46,1015,20.3,18.1,17.1,15.5,91,87,14,yes
1871,47,1013,15.8,15.3,14.7,11,79,93,39.5,yes
1872,48,1014.6,20.3,18.4,15.7,16.4,94,91,10.2,yes
1873,49,1013.7,22.3,20.1,18.8,19.2,91,80,12.4,yes
1874,50,1020.4,15.8,12.5,11.8,11.1,75,88,21.9,yes
1875,51,1013.4,21,19,17.1,18.7,95,100,28.6,yes
1876,52,1018.2,22.6,18.2,17.7,16,96,99,22.5,yes
1877,53,1017.8,15.5,13.6,11.4,11.1,96,100,34.2,yes
1878,54,1020.9,17.3,15.4,13.4,9.6,93,95,18.8,yes
1879,55,1017.7,23,20.8,18.2,15,77,53,39.5,no
1880,56,1015.6,19.1,17.5,16.8,16.6,97,95,23.2,yes
1881,57,1018.9,16.3,15.3,14.2,13.3,92,95,34.8,yes
1882,58,,24.8,21.6,19.6,19.1,,,16.4,yes
1883,59,1012,25.2,21.3,20.2,19.9,79,88,26.8,yes
1884,60,1018.4,25.3,21.2,19.9,18.2,83,85,13.8,yes
1885,61,1012.2,20.4,17.8,16.9,16.1,90,90,39.7,yes
1886,62,1014.9,20.8,18.1,16.9,15.8,,,39.3,yes
1887,63,1015.5,17.4,16.6,15.4,15.7,98,99,36,yes
1888,64,1018.4,17.2,16.3,15.3,15.3,95,100,41.3,yes
1889,65,1020.4,16.2,15.9,14.5,9.5,72,44,35.3,no
1890,66,1018.4,19.2,17.3,16.4,11.8,62,46,20.5,no
1891,67,1020.4,23.1,18.3,17.4,16.8,,,29.2,no
1892,68,1016.8,23.1,18.4,17.2,20.5,,,24.8,no
1893,69,1022.7,17.3,15.7,12.3,11.8,78,40,38.3,no
1894,70,1016.5,17.1,16.3,15.3,13.7,79,89,28.8,yes
1895,71,1013,21.6,20.9,19,18.9,92,87,22.8,yes
1896,72,,16.7,15.6,14,11,,,20.4,no
1897,73,1016.2,25.4,22.4,21,20.6,92,88,17.2,yes
1898,74,1015.9,23.3,21.1,20.5,17.3,96,88,7.9,yes
1899,75,1013.9,24.9,22.3,20.6,21.4,86,88,19.7,yes
1900,76,1013.1,25.2,23.1,20.7,20.7,86,83,30,yes
1901,77,1013.2,24.9,23.3,21.1,22.3,95,81,28.7,yes
1902,78,1015.4,26.5,23.2,21,21.9,80,80,14.6,yes
1903,79,1015.4,25.9,24.5,23.8,12.5,79,38,9.8,no
1904,80,1011.6,25.5,23.8,22.5,21.5,87,88,35.1,yes
1905,81,1015.2,25.3,24.8,23.1,23.2,92,85,20.5,yes
1906,82,1011.1,24.9,22.4,20.2,19.9,78,85,5.7,yes
1907,83,1016.5,26.4,23.3,20.6,22.1,80,78,11.9,yes
1908,84,1011.6,26,24.3,23.1,22.6,93,86,18.1,yes
1909,85,1012.5,26.6,24.7,23.5,18.8,76,81,15.3,yes
1910,86,1020.3,27.5,24.4,24.4,20.4,76,77,13,yes
1911,87,1012.9,25.9,25.9,24.4,23.3,91,88,31.8,yes
1912,88,1012.5,27.9,25.5,22.4,23.8,92,89,11.7,yes
1913,89,,27.6,25.8,23.6,23.5,,,15.7,yes
1914,90,1008.5,27.6,25.4,24,24.2,94,85,14.2,yes
1915,91,1012.3,27.3,25.1,23.4,22.6,89,83,32.2,yes
1916,92,1012.5,23.4,22.8,20.4,19.3,91,88,33.4,yes
1917,93,1009.8,27.7,25.4,24.1,24.2,89,84,12.6,yes
1918,94,1016.6,26.5,25.3,24.1,24.2,94,88,14.5,yes
1919,95,1008.1,28.4,26,24,22.1,88,84,13.3,yes
1920,96,1011.2,27.4,25.8,24.8,22.3,87,89,25.1,yes
1921,97,1007.9,28.4,26.5,25.5,23.8,87,84,34,yes
1922,98,1012.5,27.2,25.6,24.8,21.6,,,16.7,yes
1923,99,1008.3,29,26.6,24.8,22.3,89,88,12.7,yes
1924,100,1013,28.2,25.5,24,22.3,80,84,8.9,yes
1925,101,,29.1,26.2,24.7,23.8,,,15.4,yes
1926,102,,27.5,25,24.9,22.1,,,10.2,no
1927,103,1011.4,29.2,26.9,25.5,23.2,89,83,11.3,no
1928,104,1010.5,27.8,25.8,24.7,20.4,87,88,14.6,yes
1929,105,1014,26.3,25,24.7,24.7,88,89,9.9,yes
1930,106,1011.6,30.1,26.8,22.8,23.2,87,82,16.5,yes
1931,107,1010.5,29.8,24.9,23.2,22.9,,,18.6,yes
1932,108,1012.3,27.6,25.4,24.8,24.2,,,10.2,yes
1933,109,1012,28.6,26.5,25.5,23.1,88,84,13,yes
1934,110,1009.4,30.6,28.3,26.5,24.6,83,88,8.9,yes
1935,111,1012.2,26.9,25.4,25.3,22.2,89,80,15.1,yes
1936,112,1008.1,28.8,25.7,24.8,23.1,89,88,15.8,yes
1937,113,1013.3,30.6,27,25.8,23.7,83,81,11.1,no
1938,114,,26.2,23.1,21.1,21.9,,,14.5,yes
1939,115,1011.4,25.2,23.1,21,20.9,79,79,26.5,no
1940,116,1010.3,27.5,25.9,23.7,21.6,82,88,18.8,yes
1941,117,1008.7,31,27.8,26.1,24.4,76,82,12.9,yes
1942,118,1010.3,26.5,25.9,24.3,22.4,84,80,21.6,yes
1943,119,1009.9,27.7,25.3,24.4,22.5,89,84,25,yes
1944,120,1008,27.9,27.8,26.4,25,89,88,18.4,yes
1945,121,,30.4,27.9,24.5,23.7,,,15.3,yes
1946,122,1011.4,29.2,27.1,24.4,23,82,85,37.5,yes
1947,123,1011.5,29.1,26.8,24.5,23.4,83,85,8.6,yes
1948,124,1007.8,28.8,26.7,25.4,24.4,87,84,7.9,yes
1949,125,1008.1,30.4,27.8,25.9,24.4,89,88,30.3,yes
1950,126,1010.1,29.2,26.6,24.1,22.1,89,87,23.7,yes
1951,127,1008.1,28,26.8,25.9,25.5,85,84,14.8,yes
1952,128,1006.9,28.7,26.6,25.4,25.4,87,88,20.7,yes
1953,129,1008.4,28.4,27,25.5,25.4,89,88,12.1,yes
1954,130,1012.5,31.3,28,26.4,25.5,82,80,29,yes
1955,131,1008.3,31.2,29.7,28.4,26.1,84,89,16.7,yes
1956,132,1008.7,32.8,30.1,28,26,79,78,16.4,yes
1957,133,1009.1,33,30,27.1,26.2,77,70,21.3,yes
1958,134,1008.5,30.9,27,24.7,25.8,84,85,9.8,yes
1959,135,1009.4,33.3,30.2,27,24.3,82,83,24.4,yes
1960,136,1006.8,33.1,30.3,28,25,80,77,20.7,yes
1961,137,1008.4,31.2,29.1,26.7,25.4,,,15.3,yes
1962,138,1009.3,31.4,29.6,28,25.6,86,82,21.6,yes
1963,139,1008.4,29.6,27.5,25.4,25.4,87,82,15.5,yes
1964,140,1008.7,33.4,30.1,28.4,25.4,67,77,30.2,yes
1965,141,1006.3,33.2,29.9,28,26,74,86,40,yes
1966,142,1007.5,28.5,26.5,24,23.4,,,19.4,no
1967,143,1008.6,32.8,30,28.1,25.8,79,86,20,yes
1968,144,1006.1,32.6,30,27.6,25.4,74,48,7.4,no
1969,145,1004.9,29.1,27.1,25,26.4,92,96,14.5,yes
1970,146,1005.9,27.8,26.7,25.3,25.2,93,88,21.2,yes
1971,147,1009.1,28.2,26.3,25.6,23,80,83,5.9,yes
1972,148,1008.8,30.7,27.4,23.3,24.2,67,80,17.2,yes
1973,149,1008.1,32.4,28.3,26.8,24.8,74,62,23.9,no
1974,150,1008.5,31.8,29.6,26.9,25.7,79,69,13,no
1975,151,1008.5,33.2,30.8,27.4,24.1,71,48,23.4,no
1976,152,1008.4,33.1,30.6,28.4,24.7,72,34,12.6,no
1977,153,,33.2,30.7,28,25.8,,,10,no
1978,154,1009.3,33.8,30.3,29.3,26.3,78,78,9.8,no
1979,155,,35.1,,28.1,25.9,,,,no
1980,156,1010.3,33.1,30.1,27.3,25.4,74,46,25.1,yes
1981,157,1008.1,32.9,30.4,27.4,25.6,82,62,19,yes
1982,158,1005.3,30,28.4,26.1,25.7,79,88,7.3,yes
1983,159,1008.1,33.9,30.6,27.4,24.7,74,61,10.2,yes
1984,160,1008.5,32.4,30,28.7,25,72,49,9.1,no
1985,161,1008.1,33,30.7,28.4,25.9,81,70,13.3,yes
1986,162,1005.5,31.4,28.3,26.3,25,89,83,15.1,yes
1987,163,1005.1,33,30,28.4,24.7,78,77,21.9,yes
1988,164,1008.4,32.3,29.2,28.1,25,75,41,28.4,no
1989,165,1008.1,33.3,30.1,28.1,25.8,78,72,12.4,no
1990,166,1007.9,32.8,29,27.5,25.6,80,77,15.8,no
1991,167,1007.1,31.9,28.9,26.3,24.7,81,84,26,yes
1992,168,1008.8,31.1,28.6,27.7,25.9,81,81,32.4,yes
1993,169,1002.5,33.7,30.1,29.1,26.7,82,69,22.9,yes
1994,170,1000.2,32.5,30.1,28,25.5,78,79,12.8,no
1995,171,1009.8,31.7,28.9,25.6,25,85,82,22.3,yes
1996,172,1002.2,30.4,28.4,27.7,25.3,82,60,25,yes
1997,173,1005.7,30.9,28.1,25.4,26,87,84,11,yes
1998,174,1008.3,32.4,28.8,26,25.1,77,60,26,no
1999,175,1009.2,29.5,27.4,27.4,25.9,79,60,11.3,no
2000,176,1006,29.2,27.7,26.3,25.8,83,86,23.5,yes
2001,177,1009.6,31.2,28.9,26.3,25.4,87,85,22.3,yes
2002,178,1008.7,31.3,29.7,28.1,26,,,24.5,yes
2003,179,1008.9,29.1,27.5,25.3,25.4,81,86,15.7,yes
2004,180,1007.9,32.2,29.7,28,26,75,69,16.4,yes
2005,181,1008.3,33,30.1,27,25.4,81,48,16,no
2006,182,1008.7,32.5,30,28.1,26.2,78,57,14.8,no
2007,183,1008.4,32,30,28.2,26.4,77,78,28,yes
2008,184,1008.1,31,28.1,26.8,25.1,81,84,15.9,yes
2009,185,1008.3,31.4,28.3,26.5,24.8,77,84,21.9,yes
2010,186,1006.5,35.1,31,26.9,25,74,58,8.9,no
2011,187,1006.1,32.5,30.2,28.6,25.3,77,79,10.3,yes
2012,188,1008.4,32,30.3,28.3,26.2,79,54,10.9,yes
2013,189,1008.8,32.3,29.3,27,24.8,81,56,9.5,no
